@relation temporalexpression

@attribute phrase string
@attribute hasDay {0,1}
@attribute hasMonth {0,1}
@attribute hasNumString {0,1}
@attribute hasRefExpr1 {0,1}
@attribute hasRefExpr2 {0,1}
@attribute hasTimeRef {0,1}
@attribute hasDatePattern {0,1}
@attribute hasTimePattern {0,1}
@attribute hasTemporalModifier {0,1}
@attribute hasMeasurementUnit {0,1}
@attribute class {NONE,DURATION,DATE,TIME,RDT,RT}

@data
'black tarry stools X X days', 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, DURATION
'He', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'daughter', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'X days', 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, DURATION
'Her CA-XXX', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'X-XX-XX', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, DATE
'XXX', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'X-XX-XX', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, DATE
'XXX', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'nothing', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'mouth', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'intravenous fluids', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'bed rest', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'serial abdominal examinations', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'Wellbutrin XXX mg', 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, NONE
'mouth', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'regular diet', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'X/XX-X/XX', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, DURATION
'his extubation Former smoker', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'X yrs', 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, DURATION
'your primary doctor', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'X weeks', 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, DURATION
'the hospital', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'X:XX', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, TIME
'XXXX-XX-XX', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, DATE
'He & apos', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'd been', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'lower abdominal pain', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'a symptom', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'he & apos', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'the past', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'his vitals', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'a hct', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XX.X', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'he', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'hypovolemic', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'his previous hct', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XX', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'five months', 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, DURATION
'no h / o ETOH / IVDA', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, NONE
'tob', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XX years', 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, DURATION
'a colonoscopy', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'Monday XX-XX', 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, DATE
'the study', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'his bowel Coumadin X mg Tablet Sig', 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, NONE
'One ( X ) Tablet PO', 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, NONE
'a day', 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, DURATION
'your gastroenterologist', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'a follow up appointment', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'X weeks', 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, DURATION
'an XX year old female', 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, DURATION
'breast cancer', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'status post lumpectomy / radiation therapy / Tamoxifen ( XXXX )', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, NONE
'hypertension', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'hyperlipidemia , multiple urinary tract infections', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'dry cough', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'rhinorrhea', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'coryza', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'malaise', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'headache', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'p.o. intake', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, NONE
'loose bowel movements', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'diarrhea', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'no blood', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'urine output', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'no sick contacts', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'flu', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XXXX', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, DATE
'Stage', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'status post', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'lumpectomy', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XXXX-XX-XX', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, DATE
'repeat surgery', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'sentinel node dissection', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XXXX-XX-XX', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, DATE
'The initial bandemia', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'a typical influenza presentation', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'Levaquin', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'any possibility', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'a bacterial superinfection', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'early pneumonia', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'a prescription', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'ten more days', 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, DURATION
'Baby boy Liles', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'the X.XXX kg product', 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, NONE
'X mother', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'Remarkable', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'an intrauterine fetal demise', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'X days', 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, DURATION
'a tocolytic', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'effect', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'CBC', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'blood cultures', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XX hours', 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, DURATION
'which', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XXXX-XX-XX XX :', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, DATE
'time ampicillin and gentamicin', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'a XXXX gm infant', 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, NONE
'XX X/X weeks', 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, DURATION
'the left renal pelvis', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XXX-XXXX', 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, NONE
'delivery', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'postoperative day number', 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, RDT
'the day', 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, RDT
'the second day', 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, RDT
'the day', 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, RDT
'that time', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, RDT
'the following day', 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, RDT
'a day', 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, DURATION
'the first hospital day', 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, RDT
'postoperative day number', 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, RDT
'postoperative day', 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, RDT
'day number', 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, RDT
'the following hospital day', 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, RDT
'that time', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, RDT
'the second hospital day', 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, RDT
'postoperative day number', 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, RDT
'day five', 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, RDT
'postoperative day number', 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, RDT
'that same day', 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, RDT
'the week before', 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, RDT
'postoperative day X', 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, RDT
'the following day', 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, RDT
'the second day', 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, RDT
'X times a day', 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, RT
'two children', 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, NONE
'per minute', 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, RT
'per hour', 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, RT
'per day', 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, RT
'once a day', 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, RT
'q day', 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, RT
'XX AM', 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, TIME
'his next cycle',  0, 0, 0, 0, 0, 0, 0, 0, 1, 0, NONE
'XX-year-old', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'time', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'X liters', 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, NONE
'Lovenox XX mg SC', 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, NONE
'XX-XX mmHg', 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, NONE
'BP XXX/XX', 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, NONE
'Lopressor XXX mg', 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, NONE
'X.X cm', 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, NONE
'Metformin XXXX mg', 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, NONE
'XX units', 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, NONE
'XXXX gm', 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, NONE
'XX.X cm', 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, NONE
'XX.XX cm', 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, NONE
'XXXX gm', 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, NONE
'X mm', 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, NONE
'XXXX', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'XXXX', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NONE
'Heparin X,XXX units', 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, NONE
'XXX cc IV fluid', 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, NONE
'Levofloxacin XXX mg Tablet Sig', 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, NONE
